P,urn:nasa:pds:dart_teleobs:document_lcogt:sinistro_description::1.0
P,urn:nasa:pds:dart_teleobs:document_lcogt:fli_description::1.0
P,urn:nasa:pds:dart_teleobs:document_lcogt:lcogt_dart_uncalibrated_calibrated_sis::1.0
