name,body_id,discovery_dt,decimal_year,helio_dist,perihdist,source_tier
C/1968 Y1,174696,1968-12-19T06:02:00.096000,1968.9651677322404,3.323825260738266,3.316097536476139,obs
C/1969 P1,174697,1969-08-14T17:59:35.808000,1969.6184923835617,1.3287323661524835,0.7739190138811818,obs
C/1969 T1,174698,1969-10-13T09:51:31.392000,1969.7819473424659,1.5156800658845861,0.4726393519736965,obs
C/1970 B1,174699,1970-01-28T20:16:49.728000,1970.0762877260274,0.6952219189784512,0.06574581205806093,obs
C/1969 Y1,174700,1969-12-30T14:08:59.712000,1969.9961358356165,1.657654185680368,0.5376201462339973,obs
C/1970 K1,174701,1970-05-23T22:58:04.800000,1970.3916630136987,0.4833272722978253,0.008844058148402313,obs
C/1970 U1,174702,1970-10-20T09:52:07.680000,1970.8011265753426,0.6280503828463185,0.405492588951436,obs
C/1970 N1,174703,1970-07-05T18:49:26.976000,1970.5089981917808,1.9755903605480418,1.112540542309455,obs
C/1972 F1,174704,1972-03-16T04:49:31.584000,1972.2054673770492,5.118736315773267,3.276470837124134,obs
C/1971 E1,174705,1971-03-09T19:57:05.184000,1971.1858392054794,1.36733913702568,1.233346079429477,obs
C/1971 M1,174706,1971-06-19T14:03:08.064000,1971.4646178356165,3.3522807932026017,2.881428578749651,obs
C/1972 E1,174707,1972-03-22T21:15:59.904000,1972.2237325409835,0.9312160065099658,0.9272182497077517,obs
C/1973 A1,174708,1973-01-04T19:34:01.920000,1973.0104528767124,2.697548505179283,2.511110188727399,obs
C/1972 L1,174709,1972-06-09T05:22:44.832000,1972.4377708469945,4.474429403968795,4.275740751076174,obs
C/1972 X1,174710,1972-11-15T05:50:08.160000,1972.8722490437158,4.867980077528155,4.860839683910214,obs
C/1972 U1,174711,1972-10-31T19:11:00.384000,1972.832785,2.460089889949858,2.147034345453323,obs
C/1973 H1,174712,1973-04-25T08:15:00,1973.3132705479452,2.434350383466136,2.384239652171013,obs
C/1973 D1,174713,1973-02-28T00:36:30.240000,1973.1589735616437,1.9664220772805068,1.382020849039407,obs
C/1973 W1,174714,1973-11-30T01:36:20.160000,1973.9125120547944,3.9656264957142264,3.842302627644287,obs
C/1973 N1,174715,1973-07-04T04:31:29.856000,1973.5046261369862,4.913726090682284,4.812051393080041,obs
C/1973 E1,174716,1973-01-28T22:34:59.808000,1973.0765506027396,5.1528424641256345,0.1424250322974156,obs
C/1974 C1,174717,1974-02-14T12:09:59.616000,1974.1219368219179,0.8821955233036292,0.5031900075045974,obs
C/1974 O1,174718,1974-07-27T03:23:37.824000,1974.5675107123288,1.7387418616411052,1.372893388503958,obs
C/1974 V1,174719,1974-11-12T05:30:02.880000,1974.8636416438355,6.0568156799935,6.019169861633006,obs
C/1974 V2,174720,1974-11-14T02:16:43.680000,1974.8687532876713,0.922247013513346,0.8646478595532839,obs
C/1976 D2,174721,1976-02-25T04:39:10.368000,1976.1508029234972,7.37265940153516,6.879570675889903,obs
C/1975 E1,174722,1975-03-15T00:22:09.696000,1975.2000421643836,1.2584026442813034,1.21694567481709,obs
C/1974 F1,174723,1974-03-21T23:55:00.192000,1974.2191685753426,5.639886700999247,3.011473790586171,obs
C/1975 N1,174724,1975-07-06T07:52:00.192000,1975.5104870684931,1.4020616497931575,0.4255641219754202,obs
C/1975 T2,174725,1975-10-06T19:28:35.328000,1975.7638671780821,0.8530808913514205,0.8380527730324591,obs
C/1975 V2,174726,1975-11-13T11:44:59.712000,1975.867094739726,1.0614147605774673,0.218720706696388,obs
C/1975 T1,174727,1975-10-07T08:59:54.816000,1975.7654107945204,1.9229936389453723,1.603933745728527,obs
C/1975 X1,174728,1975-12-09T19:04:29.856000,1975.9391638082193,0.978896570469297,0.8639704105182059,obs
C/1976 D1,174729,1976-02-21T09:36:30.240000,1976.140438114754,0.8499363048683557,0.8477926204906571,obs
C/1976 E1,174730,1976-03-04T20:51:00,1976.1745047814209,0.7026362599303737,0.6782929014758708,obs
C/1976 U1,174731,1976-11-22T00:05:36.096000,1976.890721010929,5.939550426911425,5.857482050011569,obs
C/1977 D1,174732,1977-02-17T22:33:44.640000,1977.131342739726,5.769206123378432,5.715993173519972,obs
C/1976 J1,174733,1976-04-27T07:29:29.760000,1976.320525,2.889743339222188,1.568851342695225,obs
C/1977 H1,174734,1977-04-16T09:24:59.904000,1977.2887461917808,1.6274950438704194,1.117546916071029,obs
C/1978 A1,174735,1976-03-30T18:25:12,1976.2452663934425,6.5700682907414265,5.606238969896822,obs
C/1977 V1,174736,1977-11-03T14:01:08.832000,1977.839956520548,3.718521664951625,3.603188797635113,obs
C/1977 R1,174737,1977-09-06T04:00:00.288000,1977.6799086849314,1.4690867234780642,0.9905764878202094,obs
C/1978 C1,174738,1978-02-06T15:26:29.760000,1978.1003928767122,1.0097183366938836,0.4365735880611376,obs
C/1978 R3,174739,1978-09-14T07:55:09.408000,1978.7022738904109,1.8179728196674527,1.771588233052446,obs
C/1978 G2,174740,1978-04-12T13:54:06.336000,1978.2782992876712,6.350887059758785,6.284334363820212,obs
C/1978 T1,174741,1978-10-02T18:04:14.880000,1978.7527478082193,0.6051510776498901,0.3698759521919549,obs
C/1978 T3,174742,1978-10-11T18:06:53.856000,1978.7774103835616,0.5401315030777182,0.4317917410740108,obs
C/1978 H1,174743,1978-04-28T04:32:00.096000,1978.3210654520549,3.0012309350574986,1.136526267667807,obs
C/1979 M3,174744,1978-08-23T12:12:11.808000,1978.642488958904,5.340994018079847,4.686874718540132,obs
C/1979 M1,174745,1979-06-25T08:00:29.952000,1979.4803662465754,0.8042194839967819,0.4132167734883136,obs
