#full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,rot_per
"163667 (2002 WC1)",2.570045531693795,.5776884165433039,4.654225667077415,42.23598768930241,81.80885773537535,1.085359998045413,4.054731065342177,4.12021072728887,3003,1,55,,,19.7,
"163679 (2002 XG84)",1.494839338306528,.471422289360144,5.057478102133622,29.81093380640613,349.6893637689918,.7901387552164617,2.199539921396593,1.82767924331215,5752,0,159,,,19.1,
"163683 (2002 YP2)",1.577091375928631,.6880920559504632,20.62289885839767,52.5058544075058,281.3540822123592,.4919073286441546,2.662275423213108,1.9805850090631,5856,0,151,,,19.0,
"163691 (2003 BB43)",2.414333663985418,.5226438483769216,40.88274000574538,149.0094480864915,60.6415304912211,1.152497026574126,3.67617030139671,3.75149297215076,11014,0,333,,,17.1,6.649
"163692 (2003 CY18)",1.526312726250962,.4105645408868228,7.199620239856848,114.4118039699061,180.8675676629189,.8996628425480209,2.152962609953903,1.88570386093241,5600,0,444,1,1,18.0,
"163693 Atira (2003 CP20)",.7409189690078873,.3221219598252981,25.620192844409,103.8883958451602,252.8863307139665,.5022526986393274,.9795852393764473,0.637770273452931,5906,0,478,2,0,16.3,3.3980
"163694 (2003 DP13)",2.642403423162521,.5433437281039002,9.814348822495335,326.6926992045676,283.1514173716913,1.206670096066889,4.078136750258153,4.29543238578142,11132,0,431,,,17.3,2.387
"163696 (2003 EB50)",1.570959982316502,.5189864965070807,29.50387173531436,65.64551606003097,278.9399682930689,.755652964941235,2.386266999691768,1.96904610675772,5960,0,1683,8,6,16.5,62.4
"163697 (2003 EF54)",1.609051770763703,.4729415413086389,2.951633609176184,268.5032428764556,353.7101200865717,.8480643462533227,2.370039195274083,2.04109504633604,4328,0,223,,,20.0,
"163732 (2003 KP2)",2.749952973836792,.6963105620851116,44.63558280347676,193.417531187888,190.6375132702962,.8351316729168715,4.664774274756714,4.56032823854944,24011,0,523,,,15.4,151.1
"163758 (2003 OS13)",1.295955904222152,.7409620584463018,41.54779251702703,272.2118431602012,244.2383700321633,.335701749774068,2.256210058670237,1.47534483020231,5455,0,335,,,17.4,
"163760 (2003 OR14)",2.512506875167939,.5036628176743366,13.06274619453999,211.4782374159827,212.0238561975339,1.247050582994712,3.777963167341165,3.9826220187309,13059,0,496,,,16.6,
"163818 (2003 RX7)",1.22917107257253,.3543953307984235,10.39075970739058,241.0606174644988,245.8225704899052,.7935585837003354,1.664783561444726,1.36278297299825,5804,0,644,,,18.4,5.649
"163899 (2003 SD220)",.8266952930045913,.2106893013566105,8.514839731278347,273.9168523173017,326.9304031388978,.6525194392866556,1.000871146722527,0.751668584500763,6920,0,1059,9,4,17.2,285.
"163902 (2003 SW222)",1.660672379653546,.2480244461436906,16.11038326746104,283.7391208834101,164.9289980531422,1.248785032463851,2.072559726843242,2.14010038951953,5711,0,773,,,17.1,
"164120 (2003 YK)",1.51213921014149,.4078402682275619,11.03003441385781,345.642804200578,189.6061917507546,.8954279490799711,2.128850471203009,1.85949863811132,6472,0,165,,,19.0,
"164121 (2003 YT1)",1.109619989868925,.2919458441918975,44.06218247830802,38.3337232561802,91.04113305370559,.7856710451944372,1.433568934543413,1.1688791454168,13367,0,1091,7,1,16.2,2.343
"164184 (2004 BF68)",1.626950010076538,.4534978744838591,4.602551533750901,202.2336539947453,2.559393348935836,.8891316386153348,2.364768381537742,2.07524566663942,4309,0,203,,,19.3,5.568
"164201 (2004 EC)",1.996457456625298,.8602159215206867,34.62745040854082,28.85431885473428,10.31401155434298,.2790729657975208,3.713841947453075,2.82096886159024,5556,0,603,,,15.7,6.642
"164202 (2004 EW)",.9882239958261271,.2791732823652013,4.669334572048936,342.928999547531,56.15463316304941,.7123382591992922,1.264109732452962,0.982406653069193,4823,0,426,,,20.8,
"164206 (2004 FN18)",1.700693424440937,.4098982596283521,18.28330574782021,214.4899802866311,232.7433344501629,1.003582149601215,2.397804699280659,2.21792701662204,22686,0,504,,,17.6,
"164207 (2004 GU9)",1.001333879414612,.1360328038770892,13.65082493148584,38.55806671390521,279.9608401241637,.8651196241807194,1.137548134648505,1.00202041057593,6466,0,234,,,21.1,
"164211 (2004 JA27)",1.665947130728354,.4230974008715241,2.258189729543927,67.78346386949741,270.1708393586263,.9610892297278144,2.370805031728894,2.1503048007592,5491,0,356,0,1,19.4,
"164214 (2004 LZ11)",2.119544784203853,.392589957752202,5.462308767730887,72.11376775660236,248.8448402784042,1.287432786919362,2.951656781488344,3.08583071983441,6433,0,106,,,19.0,
"164215 Doloreshill (2004 MF6)",2.114961547156211,.3962361851770173,4.878792737529506,236.0202916475662,76.58117660021165,1.276937251914952,2.95298584239747,3.07582707750975,3134,0,208,,,20.0,
"164216 (2004 OT11)",2.151527350968753,.5653380167554086,19.94475733563928,295.0949205897571,326.3245236360206,.9351871453770602,3.367867556560446,3.15593833872863,4803,0,383,,,17.2,
"164217 (2004 PT42)",2.012631990150302,.4161400105856958,48.91640307745429,144.9856591763381,179.0457966328847,1.175095292464045,2.850168687836559,2.85531981586464,6721,0,613,,,17.2,
"164221 (2004 QE20)",1.505234590195726,.2052276788704921,6.482857779491964,272.5932718250087,74.27571121138206,1.196318789094281,1.814150391297171,1.84677712690696,5698,0,172,,,20.1,
"164222 (2004 RN9)",1.304370652041527,.247101120112993,16.109355440934,.9684234936406213,67.19758598021576,.982059202879551,1.626682101203504,1.48973743249586,5676,0,260,,,20.8,
"164294 (2004 XZ130)",.6176153741132573,.4545510259890063,2.950756085777309,211.3738713849515,5.180662689124263,.3368776721434922,.8983530760830224,0.485383880718314,3564,1,72,,,20.4,
"164341 (2005 CO)",1.626799048574282,.2540691653885443,13.0109377365921,140.6767463759383,42.85353569495139,1.213479572048136,2.040118525100428,2.07495683637347,1384,1,94,,,20.5,
"164342 (2005 CP)",1.569866492496921,.3610716474240757,19.16994785696588,138.9489988869548,72.96306853458518,1.003032211815203,2.13670077317864,1.96699058926555,1612,1,86,,,20.8,
"164400 (2005 GN59)",1.656323564368778,.4680952892342256,6.627486011223617,219.0033594630178,203.0139578980209,.8810063064401112,2.431640822297444,2.13169944988468,14544,0,687,1,2,17.3,38.69
"168044 (2005 SG)",.9810070194652993,.2831572840858201,34.83681837658094,23.53056719420486,205.5158324127492,.7032277361643799,1.258786302766219,0.97166458656306,1482,1,347,,,19.0,
"168318 (1989 DA)",2.161674867449092,.5430667178598036,6.493883018427796,349.1345711083774,139.8113076889988,.9877411921034873,3.335608542794696,3.17829176183825,6990,0,58,,,18.9,3.925
"168378 (1997 ET30)",2.137591160269257,.448715097509899,6.814925377684326,23.28511880102151,263.3243131770546,1.178421734352739,3.096760586185776,3.12532488163431,11217,0,979,,,16.8,5.721
"168791 (2000 SQ43)",2.295161249117871,.5049041225050408,5.181232014343369,170.9313018091977,144.6912514988332,1.136324872624439,3.453997625611304,3.47718667307873,12951,0,83,,,18.7,
"169352 (2001 UY16)",2.082232315090213,.5194552631965998,32.28602963134475,32.22650297565951,48.43664102782231,1.000605779818561,3.163858850361866,3.004705940157,5641,0,211,,,19.3,
"169675 (2002 JM97)",2.719361334732654,.5483864830585874,12.62950493873796,63.51706022294817,236.40546445397,1.228100336213108,4.210622333252201,4.48444373704969,15990,0,243,,,16.5,
"170013 (2002 UO3)",2.974310467626857,.796556975702063,24.46835805867078,184.8339542131629,329.2674003226107,.6051027167350191,5.343518218518694,5.12964902790223,5491,0,130,,,17.7,
"170086 (2002 XR14)",1.90554243672839,.625409060228943,2.13009056714546,75.66474225514546,120.1290433196082,.7137989321477176,3.097285941309063,2.63048687863989,4973,0,277,,,18.0,
"170502 (2003 WM7)",2.477231944823301,.8801198158305841,10.40723927501235,48.57218932903326,143.7848686495456,.2969710217757777,4.657492867870824,3.89904466217871,4367,0,535,2,1,17.2,7.2
"170891 (2004 TY16)",1.982967439879648,.4044885846606361,8.145871192759879,329.9030163301509,177.3546973241784,1.180879746694604,2.785055133064691,2.79242538291823,6406,0,651,,,17.0,2.795
"170903 (2004 WS2)",1.336449227101211,.6031345829549505,8.26294420053499,87.7524792610992,115.3497304307514,.5303904798730562,2.142507974329365,1.5450299357453,5149,0,392,,,18.1,
"171486 (1996 MO)",1.794553679287696,.5118612940372459,6.082735675742205,165.1348404542928,4.701025897637829,.8759911107881951,2.713116247787196,2.40404660515565,8116,0,194,,,18.5,
"171576 (1999 VP11)",1.085662994699469,.5835691613051827,17.27978187355576,208.112989482872,61.70721486692263,.452103551422627,1.719222437976311,1.13122958505069,7015,0,392,4,2,18.6,2.796
"171819 (2001 FZ6)",1.495646188704112,.1664648174672967,9.951072342714069,17.37289334382008,297.372484818361,1.246673718905824,1.7446186585024,1.82915919770445,6528,0,607,,,18.3,15.24
"171839 (2001 JM1)",1.460873227561448,.310927163455558,17.07297763142953,226.6875863021885,321.9096531265302,1.006648058747601,1.915098396375294,1.76574098428147,5861,0,487,,,19.1,5.7516
"172034 (2001 WR1)",1.277247250655394,.2025888244393514,25.02954330135236,6.526931114855826,48.55232072058639,1.018491231626725,1.536003269684064,1.44351289239418,23837,0,741,,,17.8,8.0475
"172678 (2003 YM137)",2.593361936982714,.6895426900954026,2.70241509804945,77.05434806555949,127.2457730499975,.8051281705646295,4.381595703400798,4.17640782530848,1456,1,336,,,18.7,
"172718 (2004 BD85)",1.609772919706433,.2045855971903847,19.57414437224731,267.3968907670486,284.3892963177159,1.280436565587383,1.939109273825482,2.04246737487715,5841,1,114,,,18.6,
"172722 (2004 BV102)",1.543712163041411,.6992870797348716,7.217552366046497,341.3096892840285,17.1902206772427,.4642141925969809,2.623210133485842,1.91804013827772,5161,0,457,,,17.5,
"172974 (2005 YW55)",1.637116556706838,.2465002022928179,8.473319934736116,239.4203203868897,256.6501585221834,1.233566994301681,2.040666119111995,2.09472783304082,6216,0,195,,,19.3,
"173232 (1998 XC9)",2.755066447222938,.533261428161015,9.372276286224137,318.7546108811034,122.5884338385062,1.285895778898341,4.224237115547536,4.57305388565132,6509,0,159,,,18.1,
"173561 (2000 YV137)",1.447767146223205,.3107911011444042,28.00038104048037,137.2430123908946,211.3512794692519,.9978140006478037,1.897720291798607,1.74203259939391,6816,0,510,,,18.3,
"173664 (2001 JU2)",1.517529686552638,.2687690788366061,4.014910636018873,100.7659467323509,227.2910567227579,1.109664630590681,1.925394742514594,1.86945060999286,6474,0,240,,,19.5,
"173689 (2001 PK9)",1.779860427048533,.3947619944780503,10.41960071805698,272.9949462490158,313.8553434195732,1.0772391749743,2.482481679122766,2.37458173547572,6299,0,257,,,18.3,
"174050 (2002 CC19)",1.284707541566028,.113402106688265,50.05816643510595,134.7490339257338,20.09113601578673,1.139018999874138,1.430396083257917,1.45617849343741,11832,0,414,,,17.5,
"174806 (2003 XL)",2.517740251662328,.5718803319506949,10.96636300379454,317.6139646722686,207.0907175754187,1.07789412077605,3.957586382548606,3.99507178173444,5020,0,150,,,17.1,
"174881 (2004 BU58)",1.253949205385532,.5570992328902284,57.23072591314289,120.1784405407934,171.7889174847251,.5553750649819404,1.952523345789123,1.40419725308712,6611,0,140,,,17.9,
"175114 (2004 QQ)",2.249431659999276,.663561923188125,5.72479801884568,288.1216133755303,31.41083484529087,.7567944616098999,3.742068858388652,3.37378503383944,7698,0,501,,,16.6,8.879
"175189 (2005 EC224)",2.057453977017984,.3866629243283907,2.623937750432521,169.3860131717555,78.89848526001671,1.261912805593133,2.852995148442835,2.95123230545389,6126,0,394,,,18.3,
"175706 (1996 FG3)",1.053846743228519,.3496826082874115,1.991129501701796,299.6860807619092,24.05204851842654,.6853348653211766,1.422358621135862,1.08186828311549,6560,0,1640,6,1,18.4,3.5942
"175729 (1998 BB10)",1.271805762609031,.4246654657932354,11.5353548112793,124.3030308944593,259.2269642578971,.7317137760321458,1.811897749185916,1.43429797398285,7315,0,180,,,20.3,
"175921 (2000 DM1)",1.368965446880073,.4839733628942266,20.70012601124611,342.7860757977576,306.6823752084301,.7064226358675264,2.03150825789262,1.60175811182183,7038,0,376,,,18.3,
"177016 (2003 BM47)",1.160067590709807,.5821048656253009,13.80584922689621,137.5997044125235,155.3235810371945,.4847866017034083,1.835348579716206,1.2494910311562,5802,0,95,,,19.9,
"177049 (2003 EE16)",1.417532469290795,.6141403007877082,.6502526497057539,127.1462088917398,259.5932780452069,.5469686522242034,2.288096286357387,1.6877484794122,6232,0,279,1,1,19.9,
"177255 (2003 WC25)",2.294056521550126,.4859581611801406,10.25308519019734,347.7237605517592,9.526038473257179,1.179241032694317,3.408872010405934,3.47467646925134,10353,0,266,,,16.6,
"177614 (2004 HK33)",1.888107614392469,.5204736100437618,5.439215165455765,104.7924975163508,221.4281726181287,.9053974281785055,2.870817800606432,2.59446799562685,6600,0,265,,,17.4,
"177651 (2004 XM14)",1.154225296807427,.6989497679878289,42.40665389080741,89.4262688876056,186.3536675600213,.347479793398193,1.960970800216661,1.24006395730599,7684,0,305,,,17.5,
"178601 (2000 CG59)",2.473338605696846,.4922354688871826,4.177432796686872,28.67136334115986,29.5912997185487,1.255873617404889,3.690803593988804,3.8898563802253,11258,0,111,,,17.8,
"178871 (2001 MA8)",2.372743890997027,.4630678856348925,7.587456922636595,269.6228184260622,357.5490046891408,1.274002394239926,3.471485387754128,3.65497573552027,14530,0,234,,,17.7,
"179806 (2002 TD66)",1.858410712302735,.5344318210415965,4.921802118570814,335.619431918603,125.7741739703073,.865216891083574,2.851604533521897,2.53349908934306,2017,0,303,1,1,20.2,9.455
"180186 (2003 QZ30)",2.419829841762961,.631876190611298,8.569516237220832,178.094943852331,243.0892892149317,.8907969794222412,3.94886270410368,3.76431054751433,12666,0,667,,,17.4,
"183548 (2003 HU42)",1.844363693025686,.3402594210919082,10.530549235738,203.1025414248584,196.3965687098493,1.216801570553832,2.471925815497539,2.50482880448149,5914,0,169,,,17.4,
"184266 (2004 VW14)",2.117576521702822,.6006485252858762,3.851593231620678,101.1585546033432,42.30379424417441,.8456573067620266,3.389495736643616,3.08153334806103,2392,0,584,1,1,19.4,2.5009
"184990 (2006 KE89)",1.053290305838476,.7991465366036439,45.10312607805861,88.62333722809279,299.2121988663096,.211557005889465,1.895023605787486,1.08101154683454,9124,0,617,,,16.4,5.187
"185702 (1998 HK3)",1.828386217666582,.2998285867835974,24.69936057292168,27.1256691997304,267.592165598303,1.280183761929004,2.376588673404161,2.47235090331362,7563,0,177,,,17.9,
"185716 (1998 SF35)",1.685360999567736,.2736523861228733,35.19184611739735,218.6172079929127,253.7236709536123,1.224157940557594,2.146564058577877,2.18800148288857,7579,0,273,,,17.8,
"185851 (2000 DP107)",1.365259037867057,.3766546569005876,8.671480113923684,358.6866295212342,289.7556344149141,.8510278633788148,1.8794902123553,1.59525749065625,7027,0,1329,11,2,18.2,2.7754
"185853 (2000 ER70)",1.85742705275175,.3109472270607666,36.91841886367705,111.6057773987171,338.6405729875054,1.279865261230941,2.434988844272559,2.53148787828817,7079,0,299,,,16.9,
"186822 (2004 FE31)",1.573302589644646,.4523130262816261,13.06292350819297,200.7772494300333,150.3234162770251,.8616773340657569,2.284927845223535,1.97345209520412,6140,0,542,,,17.9,
"186823 (2004 FN32)",1.205001294018234,.6767351195924656,21.9582036997586,190.0783073881672,161.1280677185188,.3895345992017286,2.020467988834739,1.32278564175652,6471,0,222,,,19.1,
"186844 (2004 GA1)",2.43083338428018,.6725852174555633,7.776961497169973,261.5624255018453,54.56612899280603,.7958907839158523,4.065775984644509,3.79001553861805,6959,0,357,,,17.4,
"187026 (2005 EK70)",.9595839909127025,.1354459809513879,30.00127600449331,329.8069150034449,347.0504958465669,.8296121959582838,1.089555785867121,0.940010474730688,2456,1,393,1,0,17.3,
"187040 (2005 JS108)",1.356237779214878,.3225151175565538,6.040324568352599,110.8672670263132,243.8850453794982,.9188305924167524,1.793644966013004,1.57947210070575,5986,0,469,,,19.2,
"188174 (2002 JC)",.8188790739045654,.3907724159375421,40.85733131226073,69.39530454522873,306.9151245099774,.4988837198341813,1.138874427974949,0.741033534480226,10264,0,330,3,0,17.4,2.472
"188452 (2004 HE62)",2.548849584328471,.572814364579054,24.70752593597496,302.8565564447156,21.37497282990164,1.088831929273772,4.008867239383171,4.06934501842746,13561,0,511,,,17.4,
"189008 (1996 FR3)",2.166911225364733,.7947775800036956,8.089299699588194,27.45837267663106,36.43389469972247,.4446987655865078,3.889123685142958,3.1898472099216,9509,0,451,0,1,16.3,5.36
"189011 Ogmios (1997 NJ6)",1.50035127365429,.2321692690358113,18.69881211175797,254.4360920459854,130.3664984934691,1.152015815153025,1.848686732155555,1.83779738484383,8055,0,180,,,19.0,
"189040 (2000 MU1)",1.373032461317009,.3824856295317452,13.09372831858256,130.0859890480637,63.66204424928553,.8478672759826513,1.898197646651367,1.60890132641667,5671,0,162,,,19.9,
"189058 (2000 UT16)",2.568940129279955,.5116555394325232,26.23488534510851,257.2703734875695,91.2679158606532,1.254527681663364,3.883352576896547,4.11755279707375,7676,0,672,,,16.5,
"189062 (2000 VA45)",1.927468687413019,.3871218166492339,12.8511345405602,35.104056246284,287.4920647322907,1.181303507607177,2.673633867218861,2.67601904210097,5873,0,84,,,18.4,
"189173 (2002 XY4)",1.843684480199215,.5701644254628156,43.08049932900148,268.9606864665608,273.7457796808386,.7924811778117198,2.894887782586711,2.50344527431122,5668,0,326,,,18.9,
"189263 (2005 CA)",2.726780960298067,.5890024096700449,16.7525375148616,202.1067588930908,203.9500035488229,1.120700404040107,4.332861516556028,4.50280958189197,15091,0,214,,,15.6,
"189552 (2000 RL77)",2.559297965207028,.5349559378406404,30.17140662769644,194.717657163147,234.7459112639025,1.19018632201606,3.928409608397997,4.09439255966015,5930,0,549,,,16.8,
"189630 (2001 LE6)",1.205892135278714,.6930948726426268,12.63090416179128,290.5615785640046,201.5092396153955,.3700944793569683,2.041689791200459,1.3242527893021,7317,0,171,,,17.7,
"189700 (2001 TA45)",1.463007079237052,.1912674876741313,10.72215857410789,204.9330890103232,126.5937135171862,1.183181390741912,1.742832767732191,1.76961114033571,5953,0,439,,,19.0,5.010
"189865 (2003 NC)",1.405580356480346,.805357131398182,21.61187727219016,288.5199456096012,224.199147243446,.2735861926357004,2.53757452032499,1.66644782529602,5495,0,130,,,19.4,
"189973 (2003 XE11)",1.844576019502574,.3771958555511369,26.96115009543512,223.4919846024557,173.1982035992729,1.14880958969719,2.540342449307958,2.50526135754867,5386,0,182,,,17.5,
"190119 (2004 VA64)",2.465638547824452,.8906522864237921,29.93571831196041,225.5326202697595,19.92856923243377,.2696119377099653,4.661665157938939,3.87170553233028,4369,0,204,,,17.1,
"190135 (2005 QE30)",2.01727448635262,.6891639752898105,6.234426133284478,259.8574335415104,216.9166739504981,.6270415820871378,3.407507390618103,2.86520497079317,6173,0,268,,,17.2,
"190161 (2005 TJ174)",2.238704390308228,.452482811060028,3.981376787295078,304.665475280478,56.18773824596157,1.225729134649135,3.251679645967321,3.34968006546571,18236,0,452,,,16.7,
"190166 (2005 UP156)",2.115506124010909,.4698754895652675,4.208173577565632,193.3939283345953,91.18398209518523,1.121481648312962,3.109530599708857,3.0770151360286,5505,0,2189,2,0,17.2,40.542
"190208 (2006 AQ)",2.054856112007854,.4862761233975536,4.079128547189212,325.9398813315504,105.1609328504374,1.055628647720906,3.054083576294802,2.94564446542489,4491,0,1201,,,18.1,182.
"190491 (2000 FJ10)",1.319144010406149,.2346756750595413,5.281820272159521,189.7755564561776,232.3519039999416,1.009572999263335,1.628715021548962,1.51511820698705,6321,0,251,,,20.9,2.
"190758 (2001 QH96)",1.749103954480414,.3645473391182208,13.95313724592006,178.6121668916036,130.4033190461892,1.111472762033422,2.386735146927407,2.31329827908161,8287,0,235,,,18.4,
"190788 (2001 RT17)",1.268147497895519,.7920570128652809,20.10936361167827,350.0115405303758,199.601759554722,.2637023788398141,2.272592616951223,1.42811393218349,6218,0,185,,,18.3,
"191094 (2002 EA3)",2.11497252956472,.6415377198860321,32.15987761208588,349.4242795889268,259.3826398406954,.7581378753261758,3.471807183803264,3.07585103541577,2406,0,198,,,20.1,
"192559 (1998 VO)",1.074566920931666,.2265263661409844,10.06109209559061,228.179477794948,75.95439030734568,.8311491811577087,1.317984660705622,1.11393128964365,7308,0,589,,,20.3,
"192563 (1998 WZ6)",1.452075292957682,.4078725979345501,24.7568268096167,68.73994764730149,110.6886947571863,.8598135708224592,2.044337015092904,1.74981407770186,7034,0,707,,,17.3,
"192642 (1999 RD32)",2.644661302029055,.7697468447766946,6.795371144955702,309.9705672624597,299.9739513528031,.608941609289165,4.680380994768946,4.30093909840087,8763,0,558,5,4,16.3,17.08
"193178 (2000 PK5)",1.934498692951799,.7013710086042284,13.12990042291522,227.2162113007826,191.8212712441314,.5776973935326341,3.291299992370963,2.69067264341453,6526,0,189,,,17.7,
"194006 (2001 SG10)",1.448573216772566,.4243225424161914,4.257075567029398,184.9815854245391,101.5755356466008,.8339109465556304,2.063235486989503,1.74348766412604,5374,0,319,,,20.4,
"194126 (2001 SG276)",1.432724639493104,.2477084044783737,26.678461081,35.12347737692206,200.3731232391422,1.077826704987414,1.787622573998794,1.71495329494432,6112,0,725,2,0,17.8,5.090
"194268 (2001 UY4)",1.452897251117182,.7875270112223444,5.436833702784078,160.7808806143993,107.7174283925816,.3087014213317077,2.597093080902656,1.7513000310987,6300,0,446,,,18.2,7.88
"194386 (2001 VG5)",2.306189691563712,.6105295885326049,13.66337408396614,248.6792213247356,279.9793332286046,.8981926480951841,3.714186735032241,3.50227901630941,11353,0,1029,,,16.9,6.38
"196068 (2002 TW55)",2.117334157351839,.6646642586515835,59.37256070413755,33.59636412354328,251.1047430961467,.7100178193379035,3.524650495365774,3.08100432411419,3355,0,144,,,18.0,
"196256 (2003 EH1)",3.123981139650425,.6189528165926367,70.84008113517453,282.9811093394485,171.3504029837503,1.190384214281519,5.057578065019331,5.52167457038167,4035,0,98,,,16.2,
"196625 (2003 RM10)",1.847075789588397,.5916579439516905,13.72620559602831,341.3435415461086,287.2393119941366,.7542387255975809,2.939912853579214,2.510355779206,5529,0,405,,,20.2,
"197588 (2004 HE12)",1.845480599960696,.4658361467360505,42.69425446684996,338.0707737986289,162.1799419839463,.9857890283988708,2.705172171522522,2.50710445449131,6590,0,91,,,17.2,
"198752 (2005 EA60)",2.513483855062022,.5223139308868614,1.7579718067251,334.3962383756296,116.5130158362391,1.200656222503915,3.82631148762013,3.9849451884087,7347,0,241,,,19.8,
"198856 (2005 LR3)",1.653847461819361,.3354239458056679,25.00659232894811,73.81929730885066,26.3187657816446,1.099107420415222,2.208587503223499,2.12692109614594,3434,0,430,,,16.9,
"199003 (2005 WJ56)",.9589508060298847,.1520456006210759,21.61599747056092,288.0549206247733,297.699713111459,.8131465547610061,1.104755057298763,0.939080224386503,1127,1,535,3,2,18.1,4.379
"199145 (2005 YY128)",1.649398816316375,.7316952326839671,3.770944429942622,300.3258837067167,314.7590674510415,.4425415656231051,2.856256067009645,2.11834513691939,2554,0,287,,,18.2,
"199801 (2007 AE12)",1.684221662766219,.569281452295286,2.285073001063815,245.51996725704,86.88876950535783,.7254255085994842,2.643017816932953,2.18578316059103,8767,0,174,,,19.3,
"200754 (2001 WA25)",1.755861138005337,.5169694329676371,15.51242516697246,279.7926941295574,83.74216374526436,.848134601120808,2.663587674889866,2.32671640797136,5159,0,305,,,18.6,3.653
"200840 (2001 XN254)",2.325369177272786,.5578710320660255,1.940494336366289,264.4970957340537,278.3209031952733,1.028113074413092,3.62262528013248,3.54605991831332,7781,0,657,,,17.6,
"202411 (2005 RC)",2.153758107219862,.7516276474111392,16.25937456670005,192.0056791395758,40.56225743316288,.534933967997529,3.772582246442195,3.16084784199623,13075,0,166,,,17.2,
"202435 (2005 XH8)",1.32254887182115,.6916114713373333,29.06938178211076,79.71607503112158,159.0980788428574,.4078589006653943,2.237238842976906,1.52098803040233,4780,0,205,,,17.9,
"202683 (2006 US216)",.6369311024270153,.5624757628646762,3.432386044567421,193.2583158565834,56.40135997096425,.2786727946971407,.99518941015689,0.508331341659915,4080,1,89,,,19.8,
"203015 (1999 YF3)",1.486962431180706,.1433504947728405,26.76225420219703,298.9020550754208,147.1079759418234,1.273805630962326,1.700119231399086,1.8132521298891,6594,0,194,,,18.4,
"203217 (2001 FX9)",1.932528495765094,.3309876886148257,3.496298001111613,184.4871929078835,291.9233224279527,1.292885355769519,2.572171635760669,2.68656320225759,5984,0,375,,,18.6,
"203471 (2002 AU4)",.8554980166401488,.3735540867680905,17.18463351533626,99.45325064314466,205.1659900255005,.5359232363022254,1.175072796978072,0.791291886647171,8456,0,357,,,19.4,13.26
"204131 (2003 YL)",1.146496514500157,.6324047704816012,5.65819862761795,291.963541824457,29.40697064314038,.4214466493897296,1.871546379610585,1.2276294841514,6152,0,292,0,1,19.8,
"204232 (2004 DG2)",1.247590553130169,.5634123798712275,17.33659434520624,329.2653501175732,343.3556703911075,.5446825904862392,1.950498515774098,1.39352998705327,6219,0,230,,,18.3,
"205378 (2001 BJ16)",1.363321729802336,.1413504981088573,19.35745877997217,134.5875446266123,209.9860217718882,1.170615524212147,1.556027935392526,1.59186318031256,6785,0,224,,,18.7,
"205388 (2001 DV8)",1.373545045577257,.1708952200179752,12.36643984766956,325.4044031897154,212.7453031363885,1.138812762808732,1.608277328345782,1.60980236971053,4878,0,79,,,20.6,
"205744 (2002 BK25)",2.297927553844896,.7479336047203847,11.93539385599446,156.1637254148754,103.9101237604978,.5792303151113869,4.016624792578404,3.48347502584417,7949,0,393,,,18.2,
"206359 (2003 QM47)",1.792542334507977,.3033736124913807,33.10292679859102,149.1598486023145,302.98669825,1.248732290944559,2.336352378071395,2.40000603658731,5791,0,187,,,18.2,
"206378 (2003 RB)",1.787849283646369,.4390490734850417,6.724941998455489,317.1643684984116,44.02567934530473,1.002895712130535,2.572802855162203,2.39058703306638,6258,0,1373,5,3,18.7,37.5
"206910 (2004 NL8)",2.576271907995051,.7203259305885767,4.947658156272079,153.5412065784132,275.4139133189938,.7205164484193078,4.432027367570795,4.13519266844759,5837,0,513,,,17.1,
"207398 (2006 AS2)",2.093081062169931,.6389767872989216,2.593442167201581,125.9756517089598,79.58391746231784,.7556508495083741,3.430511274831488,3.02821896291761,5435,0,384,7,2,20.3,4.480
"207945 (1991 JW)",1.039065132184741,.1186532005847959,8.710223901773091,53.86931825007935,301.9411697727052,.9157767286349572,1.162353535734524,1.05918631152069,20491,0,339,,,19.3,3.15
"207970 (1996 BZ3)",2.643888137771757,.5267142636159132,3.365517213964907,177.8530999888682,278.7279663523415,1.251314544202458,4.036461731341055,4.29905317297262,11070,0,190,,,18.1,
"208023 (1999 AQ10)",.9342667442283615,.2356714923023714,6.49893883129147,327.0941565231244,300.4704125806811,.7140867064075856,1.154446782049138,0.903055698552159,6983,0,446,3,0,20.5,2.67
"208115 (2000 CT101)",1.299388564146159,.3548850089252962,23.29521564390064,135.5751438413091,292.404146512158,.8382550419617215,1.760522086330596,1.48121043387907,6701,0,75,,,20.7,
"208565 (2002 CT11)",1.258073595059507,.5386197013330316,53.85270571139145,6.064668147143848,24.88483306585871,.580450371033582,1.935696819085432,1.41113080695583,6294,0,464,,,17.1,
"208617 (2002 EB3)",1.758363667376832,.6838618326096798,9.920781459468055,1.586599589403396,300.2700565399863,.5558858674102342,2.96084146734343,2.33169238546813,6164,0,475,,,17.7,
"209215 (2003 WP25)",.9889636650597071,.1211625620226631,2.561555432314563,40.7695410613692,226.4247124213823,.8691382936537502,1.108789036465664,0.983509832006456,2320,1,59,,,24.2,
"209924 (2005 WS55)",2.028993274564051,.4537946326504546,23.78642648164272,283.6122122356991,203.2962777935611,1.108247016883015,2.949739532245088,2.8902080977789,6211,0,875,,,16.1,2.726
