# Wavelength (nm) Reflectivity (%)
300  0.0
350  2.0
400  5.0
450  22.5
500  40.0
550  60.0
600  75.0
650  84.0
700  88.0
750  87.0
800  89.0
850  86.0
900  85.0
950  82.5
1000 76.0
1050 74.0
1100 70.0
