# Wavelength (nm) Quantum Efficiency (%)
300  50.0
350  76.0
400  93.0
450  92.0
481  90.0 
500  88.0
550  84.0
600  82.0
617  81.0
650  79.0
700  75.5
750  70.0
752  70.0
800  62.0
850  48.0
900  36.5
950  23.0
1000 10.0
1050 4.0
1100 0.0
