# Wavelength (nm) Transmission (%) Reflectivity (%)
300  95.0   5.0
350  99.925 0.075
400  98.8   1.2
450  99.3   0.7
500  98.86  1.14
550  98.75  1.25
600  99.15  0.85
650  99.1   0.9 
700  98.9   1.1
750  98.7   1.3
800  98.7   1.3
850  98.85  1.15
900  98.95  1.05
950  98.9   1.1
1000 98.6   1.4
1050 98.1   1.9
1100 97.4   2.6
