ILDIALCT,ilab_v1,FITS/CSV file dialect
594.400,9.902548e-01,9.896331e-01
594.600,9.900899e-01,9.896385e-01
594.800,9.889553e-01,9.896840e-01
595.000,9.907054e-01,9.897586e-01
595.200,9.890158e-01,9.898469e-01
595.400,9.907317e-01,9.899318e-01
595.600,9.898813e-01,9.899978e-01
595.800,9.909015e-01,9.900314e-01
596.000,9.877199e-01,9.900209e-01
596.200,9.909365e-01,9.899556e-01
596.400,9.905280e-01,9.898304e-01
596.600,9.901726e-01,9.896489e-01
596.800,9.898393e-01,9.894296e-01
597.000,9.871940e-01,9.892032e-01
597.200,9.904279e-01,9.890108e-01
597.400,9.872621e-01,9.888918e-01
597.600,9.884791e-01,9.888740e-01
597.800,9.892428e-01,9.889663e-01
598.000,9.889735e-01,9.891524e-01
598.200,9.904502e-01,9.893944e-01
598.400,9.894596e-01,9.896406e-01
598.600,9.887165e-01,9.898355e-01
598.800,9.921813e-01,9.899353e-01
599.000,9.895529e-01,9.899150e-01
599.200,9.906440e-01,9.897755e-01
599.400,9.889714e-01,9.895416e-01
599.600,9.894407e-01,9.892602e-01
599.800,9.874250e-01,9.889874e-01
600.000,9.885413e-01,9.887774e-01
600.200,9.891841e-01,9.886730e-01
600.400,9.883059e-01,9.886954e-01
600.600,9.889704e-01,9.888439e-01
600.800,9.880358e-01,9.890931e-01
601.000,9.900928e-01,9.894024e-01
601.200,9.908949e-01,9.897223e-01
601.400,9.894159e-01,9.900037e-01
601.600,9.910379e-01,9.902104e-01
601.800,9.910425e-01,9.903223e-01
602.000,9.901167e-01,9.903393e-01
602.200,9.897271e-01,9.902815e-01
602.400,9.903729e-01,9.901793e-01
602.600,9.904824e-01,9.900641e-01
602.800,9.885050e-01,9.899583e-01
603.000,9.894208e-01,9.898742e-01
603.200,9.905167e-01,9.898090e-01
603.400,9.906129e-01,9.897555e-01
603.600,9.891692e-01,9.897061e-01
603.800,9.900481e-01,9.896621e-01
604.000,9.900476e-01,9.896328e-01
604.200,9.878322e-01,9.896323e-01
604.400,9.902601e-01,9.896742e-01
604.600,9.900126e-01,9.897622e-01
604.800,9.896081e-01,9.898867e-01
605.000,9.889346e-01,9.900292e-01
605.200,9.921328e-01,9.901656e-01
605.400,9.917424e-01,9.902729e-01
605.600,9.884985e-01,9.903334e-01
605.800,9.902737e-01,9.903375e-01
606.000,9.891446e-01,9.902825e-01
606.200,9.920398e-01,9.901725e-01
606.400,9.895226e-01,9.900206e-01
606.600,9.911215e-01,9.898500e-01
606.800,9.893094e-01,9.896901e-01
607.000,9.875795e-01,9.895715e-01
607.200,9.892434e-01,9.895208e-01
607.400,9.899812e-01,9.895479e-01
607.600,9.893102e-01,9.896411e-01
607.800,9.903327e-01,9.897695e-01
608.000,9.902629e-01,9.898912e-01
608.200,9.902878e-01,9.899660e-01
608.400,9.900571e-01,9.899674e-01
608.600,9.904481e-01,9.898924e-01
608.800,9.898453e-01,9.897623e-01
609.000,9.889569e-01,9.896140e-01
609.200,9.883282e-01,9.894933e-01
609.400,9.900076e-01,9.894381e-01
609.600,9.905838e-01,9.894724e-01
609.800,9.873394e-01,9.895961e-01
610.000,9.898869e-01,9.897920e-01
610.200,9.904646e-01,9.900274e-01
610.400,9.924827e-01,9.902655e-01
610.600,9.900036e-01,9.904751e-01
610.800,9.901229e-01,9.906352e-01
611.000,9.901649e-01,9.907376e-01
611.200,9.922359e-01,9.907820e-01
611.400,9.899237e-01,9.907740e-01
611.600,9.911600e-01,9.907188e-01
611.800,9.895449e-01,9.906248e-01
612.000,9.912804e-01,9.905055e-01
612.200,9.903367e-01,9.903820e-01
612.400,9.923247e-01,9.902819e-01
612.600,9.881065e-01,9.902312e-01
612.800,9.892890e-01,9.902449e-01
613.000,9.886348e-01,9.903180e-01
613.200,9.912043e-01,9.904223e-01
613.400,9.928326e-01,9.905199e-01
613.600,9.910313e-01,9.905770e-01
613.800,9.923169e-01,9.905778e-01
614.000,9.881851e-01,9.905331e-01
614.200,9.904180e-01,9.904726e-01
614.400,9.885706e-01,9.904349e-01
614.600,9.907938e-01,9.904503e-01
614.800,9.918029e-01,9.905272e-01
615.000,9.906635e-01,9.906514e-01
615.200,9.909019e-01,9.907915e-01
615.400,9.909295e-01,9.909112e-01
615.600,9.904333e-01,9.909771e-01
615.800,9.919112e-01,9.909703e-01
616.000,9.909273e-01,9.908842e-01
616.200,9.898264e-01,9.907299e-01
616.400,9.923552e-01,9.905332e-01
616.600,9.884118e-01,9.903335e-01
616.800,9.922135e-01,9.901728e-01
617.000,9.879370e-01,9.900869e-01
617.200,9.891666e-01,9.900947e-01
617.400,9.893932e-01,9.901905e-01
617.600,9.920641e-01,9.903457e-01
617.800,9.908586e-01,9.905163e-01
618.000,9.912922e-01,9.906628e-01
618.200,9.920337e-01,9.907621e-01
618.400,9.894194e-01,9.908130e-01
618.600,9.910412e-01,9.908349e-01
618.800,9.904997e-01,9.908538e-01
619.000,9.899744e-01,9.908899e-01
619.200,9.898299e-01,9.909475e-01
619.400,9.932381e-01,9.910136e-01
619.600,9.919536e-01,9.910661e-01
619.800,9.916537e-01,9.910852e-01
620.000,9.884979e-01,9.910575e-01
620.200,9.912846e-01,9.909881e-01
620.400,9.924157e-01,9.908891e-01
620.600,9.898127e-01,9.907803e-01
620.800,9.907175e-01,9.906792e-01
621.000,9.906290e-01,9.905991e-01
621.200,9.898329e-01,9.905473e-01
621.400,9.908972e-01,9.905275e-01
621.600,9.901985e-01,9.905403e-01
621.800,9.918424e-01,9.905836e-01
622.000,9.903566e-01,9.906504e-01
622.200,9.892712e-01,9.907262e-01
622.400,9.902998e-01,9.907896e-01
622.600,9.928960e-01,9.908149e-01
622.800,9.901422e-01,9.907824e-01
623.000,9.921625e-01,9.906863e-01
623.200,9.898548e-01,9.905403e-01
623.400,9.904706e-01,9.903760e-01
623.600,9.894781e-01,9.902376e-01
623.800,9.890189e-01,9.901684e-01
624.000,9.900517e-01,9.901937e-01
624.200,9.912282e-01,9.903124e-01
624.400,9.896605e-01,9.904960e-01
624.600,9.914333e-01,9.906954e-01
624.800,9.910184e-01,9.908580e-01
625.000,9.912472e-01,9.909430e-01
625.200,9.922516e-01,9.909360e-01
625.400,9.918113e-01,9.908485e-01
625.600,9.887020e-01,9.907134e-01
625.800,9.891512e-01,9.905729e-01
626.000,9.902862e-01,9.904631e-01
626.200,9.917882e-01,9.904035e-01
626.400,9.900276e-01,9.903960e-01
626.600,9.905725e-01,9.904245e-01
626.800,9.908983e-01,9.904644e-01
627.000,9.894056e-01,9.904913e-01
627.200,9.906204e-01,9.904875e-01
627.400,9.913099e-01,9.904473e-01
627.600,9.910670e-01,9.903776e-01
627.800,9.895942e-01,9.902953e-01
628.000,9.903328e-01,9.902223e-01
628.200,9.891969e-01,9.901773e-01
628.400,9.890029e-01,9.901728e-01
628.600,9.921144e-01,9.902096e-01
628.800,9.904283e-01,9.902751e-01
629.000,9.894756e-01,9.903483e-01
629.200,9.906839e-01,9.904070e-01
629.400,9.910499e-01,9.904372e-01
629.600,9.902588e-01,9.904387e-01
629.800,9.907849e-01,9.904255e-01
630.000,9.908935e-01,9.904223e-01
630.200,9.900796e-01,9.904553e-01
630.400,9.885147e-01,9.905405e-01
630.600,9.904864e-01,9.906770e-01
630.800,9.928912e-01,9.908469e-01
631.000,9.905190e-01,9.910220e-01
631.200,9.915080e-01,9.911724e-01
631.400,9.928918e-01,9.912760e-01
631.600,9.899971e-01,9.913259e-01
631.800,9.913435e-01,9.913260e-01
632.000,9.905471e-01,9.912887e-01
632.200,9.911202e-01,9.912240e-01
632.400,9.917226e-01,9.911382e-01
632.600,9.915876e-01,9.910348e-01
632.800,9.907602e-01,9.909206e-01
633.000,9.903390e-01,9.908046e-01
633.200,9.914052e-01,9.907009e-01
633.400,9.901879e-01,9.906218e-01
633.600,9.881600e-01,9.905746e-01
633.800,9.910150e-01,9.905566e-01
634.000,9.934077e-01,9.905582e-01
634.200,9.899650e-01,9.905709e-01
634.400,9.908086e-01,9.905901e-01
634.600,9.892240e-01,9.906225e-01
634.800,9.905841e-01,9.906855e-01
635.000,9.914677e-01,9.907943e-01
635.200,9.920354e-01,9.909573e-01
635.400,9.888502e-01,9.911668e-01
635.600,9.915993e-01,9.913981e-01
635.800,9.920948e-01,9.916174e-01
636.000,9.939859e-01,9.917916e-01
636.200,9.916258e-01,9.919000e-01
636.400,9.917932e-01,9.919384e-01
636.600,9.918850e-01,9.919202e-01
636.800,9.902608e-01,9.918641e-01
637.000,9.920043e-01,9.917878e-01
637.200,9.923295e-01,9.917007e-01
637.400,9.906474e-01,9.916021e-01
637.600,9.934558e-01,9.914835e-01
637.800,9.909757e-01,9.913366e-01
638.000,9.896722e-01,9.911585e-01
638.200,9.914600e-01,9.909546e-01
638.400,9.904025e-01,9.907381e-01
638.600,9.908863e-01,9.905290e-01
638.800,9.900892e-01,9.903463e-01
639.000,9.908813e-01,9.902071e-01
639.200,9.884475e-01,9.901215e-01
639.400,9.909938e-01,9.900934e-01
639.600,9.888248e-01,9.901154e-01
639.800,9.905923e-01,9.901747e-01
640.000,9.917706e-01,9.902542e-01
640.200,9.900433e-01,9.903376e-01
640.400,9.906216e-01,9.904147e-01
640.600,9.890090e-01,9.904802e-01
640.800,9.916266e-01,9.905340e-01
641.000,9.911380e-01,9.905789e-01
641.200,9.895015e-01,9.906163e-01
641.400,9.906252e-01,9.906458e-01
641.600,9.916465e-01,9.906687e-01
641.800,9.913195e-01,9.906861e-01
642.000,9.893811e-01,9.907049e-01
642.200,9.909797e-01,9.907360e-01
642.400,9.902374e-01,9.907918e-01
642.600,9.922001e-01,9.908805e-01
642.800,9.905564e-01,9.910039e-01
643.000,9.901342e-01,9.911498e-01
643.200,9.918213e-01,9.912959e-01
643.400,9.909016e-01,9.914135e-01
643.600,9.930030e-01,9.914765e-01
643.800,9.918907e-01,9.914700e-01
644.000,9.919648e-01,9.913953e-01
644.200,9.897792e-01,9.912715e-01
644.400,9.914946e-01,9.911295e-01
644.600,9.898910e-01,9.910016e-01
644.800,9.904508e-01,9.909162e-01
645.000,9.922091e-01,9.908873e-01
645.200,9.910682e-01,9.909151e-01
645.400,9.904032e-01,9.909857e-01
645.600,9.904093e-01,9.910781e-01
645.800,9.914775e-01,9.911679e-01
646.000,9.923204e-01,9.912356e-01
646.200,9.906166e-01,9.912695e-01
646.400,9.921085e-01,9.912699e-01
646.600,9.911059e-01,9.912471e-01
646.800,9.915485e-01,9.912159e-01
647.000,9.899428e-01,9.911904e-01
647.200,9.908753e-01,9.911753e-01
647.400,9.897572e-01,9.911660e-01
647.600,9.937670e-01,9.911515e-01
647.800,9.917158e-01,9.911246e-01
648.000,9.915342e-01,9.910842e-01
648.200,9.895324e-01,9.910409e-01
648.400,9.902304e-01,9.910128e-01
648.600,9.905475e-01,9.910147e-01
648.800,9.913741e-01,9.910511e-01
649.000,9.913767e-01,9.911091e-01
649.200,9.925650e-01,9.911630e-01
649.400,9.905677e-01,9.911784e-01
649.600,9.902309e-01,9.911216e-01
649.800,9.913257e-01,9.909751e-01
650.000,9.917093e-01,9.907396e-01
650.200,9.908314e-01,9.904390e-01
650.400,9.886516e-01,9.901172e-01
650.600,9.909440e-01,9.898311e-01
650.800,9.885830e-01,9.896343e-01
651.000,9.882797e-01,9.895662e-01
651.200,9.889958e-01,9.896375e-01
651.400,9.897607e-01,9.898269e-01
651.600,9.915581e-01,9.900849e-01
651.800,9.902496e-01,9.903510e-01
652.000,9.920353e-01,9.905681e-01
652.200,9.921348e-01,9.906968e-01
652.400,9.877862e-01,9.907258e-01
652.600,9.909793e-01,9.906697e-01
652.800,9.917776e-01,9.905593e-01
653.000,9.905813e-01,9.904297e-01
653.200,9.889927e-01,9.903121e-01
653.400,9.900452e-01,9.902267e-01
653.600,9.900703e-01,9.901809e-01
653.800,9.900467e-01,9.901706e-01
654.000,9.912117e-01,9.901894e-01
654.200,9.913030e-01,9.902265e-01
654.400,9.878663e-01,9.902727e-01
654.600,9.898124e-01,9.903201e-01
654.800,9.927329e-01,9.903650e-01
655.000,9.899185e-01,9.904064e-01
655.200,9.903116e-01,9.904441e-01
655.400,9.899737e-01,9.904793e-01
655.600,9.911075e-01,9.905108e-01
655.800,9.898880e-01,9.905293e-01
656.000,9.898047e-01,9.905246e-01
656.200,9.912672e-01,9.904842e-01
656.400,9.921262e-01,9.903976e-01
656.600,9.892724e-01,9.902631e-01
656.800,9.898586e-01,9.900904e-01
657.000,9.891258e-01,9.899004e-01
657.200,9.904078e-01,9.897234e-01
657.400,9.887572e-01,9.895916e-01
657.600,9.901835e-01,9.895313e-01
657.800,9.894772e-01,9.895548e-01
658.000,9.886142e-01,9.896602e-01
658.200,9.890529e-01,9.898319e-01
658.400,9.917734e-01,9.900409e-01
658.600,9.900786e-01,9.902547e-01
658.800,9.914480e-01,9.904415e-01
659.000,9.907776e-01,9.905778e-01
659.200,9.894549e-01,9.906470e-01
659.400,9.905919e-01,9.906398e-01
659.600,9.914985e-01,9.905572e-01
659.800,9.895778e-01,9.904089e-01
660.000,9.910938e-01,9.902166e-01
660.200,9.907978e-01,9.900101e-01
660.400,9.894070e-01,9.898230e-01
660.600,9.881312e-01,9.896887e-01
660.800,9.872646e-01,9.896284e-01
661.000,9.909819e-01,9.896478e-01
661.200,9.911680e-01,9.897342e-01
661.400,9.918621e-01,9.898593e-01
661.600,9.876164e-01,9.899851e-01
661.800,9.886481e-01,9.900710e-01
662.000,9.910781e-01,9.900833e-01
662.200,9.907696e-01,9.900011e-01
662.400,9.925869e-01,9.898220e-01
662.600,9.865985e-01,9.895685e-01
662.800,9.900933e-01,9.892846e-01
663.000,9.894531e-01,9.890285e-01
663.200,9.865813e-01,9.888562e-01
663.400,9.883882e-01,9.888086e-01
663.600,9.889525e-01,9.888974e-01
663.800,9.894172e-01,9.890977e-01
664.000,9.893008e-01,9.893582e-01
664.200,9.902663e-01,9.896164e-01
664.400,9.921991e-01,9.898164e-01
664.600,9.877036e-01,9.899227e-01
664.800,9.908495e-01,9.899265e-01
665.000,9.911978e-01,9.898403e-01
665.200,9.871269e-01,9.896882e-01
665.400,9.894001e-01,9.894966e-01
665.600,9.892925e-01,9.892849e-01
665.800,9.905800e-01,9.890713e-01
666.000,9.884600e-01,9.888702e-01
666.200,9.875873e-01,9.887016e-01
666.400,9.904167e-01,9.885889e-01
666.600,9.870336e-01,9.885503e-01
666.800,9.861150e-01,9.885943e-01
667.000,9.896277e-01,9.887111e-01
667.200,9.905033e-01,9.888701e-01
667.400,9.904000e-01,9.890274e-01
667.600,9.873764e-01,9.891366e-01
667.800,9.893684e-01,9.891651e-01
668.000,9.892861e-01,9.891021e-01
668.200,9.911931e-01,9.889649e-01
668.400,9.875559e-01,9.887937e-01
668.600,9.878374e-01,9.886365e-01
668.800,9.878516e-01,9.885383e-01
669.000,9.869844e-01,9.885257e-01
669.200,9.900751e-01,9.886033e-01
669.400,9.890412e-01,9.887513e-01
669.600,9.894185e-01,9.889346e-01
669.800,9.893041e-01,9.891154e-01
670.000,9.883054e-01,9.892563e-01
670.200,9.902196e-01,9.893329e-01
670.400,9.895898e-01,9.893358e-01
670.600,9.886173e-01,9.892689e-01
670.800,9.905203e-01,9.891457e-01
671.000,9.881065e-01,9.889847e-01
671.200,9.883769e-01,9.888074e-01
671.400,9.878268e-01,9.886318e-01
671.600,9.892921e-01,9.884752e-01
671.800,9.879157e-01,9.883464e-01
672.000,9.887450e-01,9.882535e-01
672.200,9.879627e-01,9.882002e-01
672.400,9.873070e-01,9.881836e-01
672.600,9.896588e-01,9.881965e-01
672.800,9.866781e-01,9.882232e-01
673.000,9.880525e-01,9.882452e-01
673.200,9.890381e-01,9.882476e-01
673.400,9.898154e-01,9.882265e-01
673.600,9.879273e-01,9.881951e-01
673.800,9.876828e-01,9.881846e-01
674.000,9.884320e-01,9.882321e-01
674.200,9.857154e-01,9.883656e-01
674.400,9.903835e-01,9.885848e-01
674.600,9.871184e-01,9.888563e-01
674.800,9.890581e-01,9.891200e-01
675.000,9.923545e-01,9.893093e-01
675.200,9.902772e-01,9.893740e-01
675.400,9.908273e-01,9.893010e-01
675.600,9.877337e-01,9.891197e-01
675.800,9.857612e-01,9.888868e-01
676.000,9.877502e-01,9.886692e-01
676.200,9.909981e-01,9.885159e-01
676.400,9.876438e-01,9.884443e-01
676.600,9.879807e-01,9.884389e-01
676.800,9.882985e-01,9.884631e-01
677.000,9.895921e-01,9.884742e-01
677.200,9.888851e-01,9.884442e-01
677.400,9.880399e-01,9.883669e-01
677.600,9.881964e-01,9.882529e-01
677.800,9.881921e-01,9.881278e-01
678.000,9.873199e-01,9.880133e-01
678.200,9.859010e-01,9.879221e-01
678.400,9.904217e-01,9.878528e-01
678.600,9.875172e-01,9.877945e-01
678.800,9.871823e-01,9.877399e-01
679.000,9.885249e-01,9.876897e-01
679.200,9.880876e-01,9.876562e-01
679.400,9.867430e-01,9.876612e-01
679.600,9.879686e-01,9.877249e-01
679.800,9.856094e-01,9.878499e-01
680.000,9.874368e-01,9.880160e-01
680.200,9.915852e-01,9.881831e-01
680.400,9.883812e-01,9.883028e-01
680.600,9.880869e-01,9.883384e-01
680.800,9.875788e-01,9.882767e-01
681.000,9.900953e-01,9.881355e-01
681.200,9.881770e-01,9.879589e-01
681.400,9.847302e-01,9.878006e-01
681.600,9.865108e-01,9.877035e-01
681.800,9.892353e-01,9.876909e-01
682.000,9.882644e-01,9.877560e-01
682.200,9.877018e-01,9.878729e-01
682.400,9.879550e-01,9.880076e-01
682.600,9.886099e-01,9.881294e-01
682.800,9.887141e-01,9.882176e-01
683.000,9.887071e-01,9.882652e-01
683.200,9.854814e-01,9.882691e-01
683.400,9.893092e-01,9.882291e-01
683.600,9.896551e-01,9.881412e-01
683.800,9.877337e-01,9.879997e-01
684.000,9.866647e-01,9.877991e-01
684.200,9.879307e-01,9.875447e-01
684.400,9.872822e-01,9.872546e-01
684.600,9.880645e-01,9.869565e-01
684.800,9.851436e-01,9.866835e-01
685.000,9.855372e-01,9.864658e-01
685.200,9.859326e-01,9.863230e-01
685.400,9.870908e-01,9.862574e-01
685.600,9.858124e-01,9.862532e-01
685.800,9.871179e-01,9.862856e-01
686.000,9.853683e-01,9.863259e-01
686.200,9.879962e-01,9.863525e-01
686.400,9.847125e-01,9.863555e-01
686.600,9.884980e-01,9.863372e-01
686.800,9.843981e-01,9.863111e-01
687.000,9.865039e-01,9.862925e-01
687.200,9.868076e-01,9.862898e-01
687.400,9.853534e-01,9.862972e-01
687.600,9.863923e-01,9.862984e-01
687.800,9.863393e-01,9.862710e-01
688.000,9.863957e-01,9.861966e-01
688.200,9.882054e-01,9.860701e-01
688.400,9.847035e-01,9.859073e-01
688.600,9.859419e-01,9.857407e-01
688.800,9.840101e-01,9.856083e-01
689.000,9.852989e-01,9.855410e-01
689.200,9.848704e-01,9.855522e-01
689.400,9.864498e-01,9.856356e-01
689.600,9.864050e-01,9.857730e-01
689.800,9.861175e-01,9.859403e-01
690.000,9.882832e-01,9.861222e-01
690.200,9.844309e-01,9.863060e-01
690.400,9.843848e-01,9.864837e-01
690.600,9.873754e-01,9.866438e-01
690.800,9.878607e-01,9.867694e-01
691.000,9.878318e-01,9.868414e-01
691.200,9.870555e-01,9.868478e-01
691.400,9.875200e-01,9.867919e-01
691.600,9.850446e-01,9.866941e-01
691.800,9.865003e-01,9.865829e-01
692.000,9.853228e-01,9.864855e-01
692.200,9.868666e-01,9.864085e-01
692.400,9.868499e-01,9.863378e-01
692.600,9.847578e-01,9.862402e-01
692.800,9.877629e-01,9.860785e-01
693.000,9.867895e-01,9.858303e-01
693.200,9.858804e-01,9.855055e-01
693.400,9.838363e-01,9.851435e-01
693.600,9.845474e-01,9.848029e-01
693.800,9.833532e-01,9.845473e-01
694.000,9.832749e-01,9.844199e-01
694.200,9.848499e-01,9.844303e-01
694.400,9.852613e-01,9.845509e-01
694.600,9.840280e-01,9.847279e-01
694.800,9.872549e-01,9.849005e-01
695.000,9.840710e-01,9.850193e-01
695.200,9.847389e-01,9.850650e-01
695.400,9.872321e-01,9.850519e-01
695.600,9.858750e-01,9.850225e-01
695.800,9.801582e-01,9.850271e-01
696.000,9.867103e-01,9.851049e-01
696.200,9.862249e-01,9.852695e-01
696.400,9.825755e-01,9.855035e-01
696.600,9.879867e-01,9.857660e-01
696.800,9.874507e-01,9.860082e-01
697.000,9.876302e-01,9.861916e-01
697.200,9.850797e-01,9.863021e-01
697.400,9.851314e-01,9.863498e-01
697.600,9.865266e-01,9.863630e-01
697.800,9.869212e-01,9.863691e-01
698.000,9.861669e-01,9.863854e-01
698.200,9.851723e-01,9.864097e-01
698.400,9.872358e-01,9.864196e-01
698.600,9.866014e-01,9.863841e-01
698.800,9.874629e-01,9.862786e-01
699.000,9.857494e-01,9.860938e-01
699.200,9.850239e-01,9.858385e-01
699.400,9.852441e-01,9.855470e-01
699.600,9.871437e-01,9.852610e-01
699.800,9.825191e-01,9.850191e-01
700.000,9.842373e-01,9.848491e-01
700.200,9.836130e-01,9.847576e-01
700.400,9.878343e-01,9.847319e-01
700.600,9.829835e-01,9.847444e-01
700.800,9.855118e-01,9.847633e-01
701.000,9.851233e-01,9.847626e-01
701.200,9.849994e-01,9.847273e-01
701.400,9.836084e-01,9.846548e-01
701.600,9.842353e-01,9.845550e-01
701.800,9.858474e-01,9.844479e-01
702.000,9.829850e-01,9.843589e-01
702.200,9.860268e-01,9.843104e-01
702.400,9.830924e-01,9.843139e-01
702.600,9.838488e-01,9.843626e-01
702.800,9.829447e-01,9.844304e-01
703.000,9.844069e-01,9.844808e-01
703.200,9.868198e-01,9.844763e-01
703.400,9.865945e-01,9.844009e-01
703.600,9.842467e-01,9.842654e-01
703.800,9.822990e-01,9.841069e-01
704.000,9.822569e-01,9.839667e-01
704.200,9.821882e-01,9.838702e-01
704.400,9.845798e-01,9.838094e-01
704.600,9.832666e-01,9.837390e-01
704.800,9.863159e-01,9.835973e-01
705.000,9.844398e-01,9.833345e-01
705.200,9.837430e-01,9.829415e-01
705.400,9.815587e-01,9.824600e-01
705.600,9.796650e-01,9.819736e-01
705.800,9.808534e-01,9.815815e-01
706.000,9.795459e-01,9.813661e-01
706.200,9.822946e-01,9.813699e-01
706.400,9.824913e-01,9.815870e-01
706.600,9.822112e-01,9.819699e-01
706.800,9.832559e-01,9.824498e-01
707.000,9.812700e-01,9.829488e-01
707.200,9.847992e-01,9.833996e-01
707.400,9.837493e-01,9.837489e-01
707.600,9.856817e-01,9.839618e-01
707.800,9.838036e-01,9.840200e-01
708.000,9.828966e-01,9.839202e-01
708.200,9.851658e-01,9.836752e-01
708.400,9.811305e-01,9.833097e-01
708.600,9.838905e-01,9.828632e-01
708.800,9.816414e-01,9.823795e-01
709.000,9.826116e-01,9.819047e-01
709.200,9.819115e-01,9.814741e-01
709.400,9.771849e-01,9.811053e-01
709.600,9.819333e-01,9.807982e-01
709.800,9.789017e-01,9.805408e-01
710.000,9.835247e-01,9.803207e-01
710.200,9.813154e-01,9.801424e-01
710.400,9.801334e-01,9.800304e-01
710.600,9.780357e-01,9.800297e-01
710.800,9.779348e-01,9.801846e-01
711.000,9.808757e-01,9.805215e-01
711.200,9.797359e-01,9.810268e-01
711.400,9.855299e-01,9.816405e-01
711.600,9.809840e-01,9.822689e-01
711.800,9.844067e-01,9.827991e-01
712.000,9.833132e-01,9.831352e-01
712.200,9.839926e-01,9.832194e-01
712.400,9.826933e-01,9.830502e-01
712.600,9.845926e-01,9.826837e-01
712.800,9.809068e-01,9.822172e-01
713.000,9.812838e-01,9.817687e-01
713.200,9.791639e-01,9.814400e-01
713.400,9.809673e-01,9.812892e-01
713.600,9.792429e-01,9.813117e-01
713.800,9.814145e-01,9.814432e-01
714.000,9.842331e-01,9.815817e-01
714.200,9.823487e-01,9.816253e-01
714.400,9.850538e-01,9.815059e-01
714.600,9.801086e-01,9.812066e-01
714.800,9.781967e-01,9.807697e-01
715.000,9.784048e-01,9.802700e-01
715.200,9.792770e-01,9.797935e-01
715.400,9.813141e-01,9.794070e-01
715.600,9.794338e-01,9.791437e-01
715.800,9.769595e-01,9.790033e-01
716.000,9.794037e-01,9.789663e-01
716.200,9.783974e-01,9.790025e-01
716.400,9.806248e-01,9.790884e-01
716.600,9.804101e-01,9.792101e-01
716.800,9.772775e-01,9.793633e-01
717.000,9.789801e-01,9.795478e-01
717.200,9.816170e-01,9.797549e-01
717.400,9.792446e-01,9.799678e-01
717.600,9.799965e-01,9.801533e-01
717.800,9.796767e-01,9.802756e-01
718.000,9.806474e-01,9.802970e-01
718.200,9.828934e-01,9.801922e-01
718.400,9.808236e-01,9.799601e-01
718.600,9.764430e-01,9.796254e-01
718.800,9.788836e-01,9.792303e-01
719.000,9.784533e-01,9.788275e-01
719.200,9.792452e-01,9.784661e-01
719.400,9.789515e-01,9.781825e-01
