# From https://spectroscopy.wordpress.com/2011/03/27/measuring-transmission-for-canon-ef-200mm-f2-8l-ii/
# for Canon 100mm macro lens (hopefully close)
# Wavelength (nm) Transmission (%)
375.0   51.0
400.0   78.0
425.0   84.0
450.0   90.0
475.0   91.0
500.0   92.0
525.0   93.0
550.0   94.0
575.0   94.0
600.0   94.0
625.0   92.0
650.0   90.5
675.0   89.0
700.0   88.0
725.0   78.0
750.0   69.0
775.0   61.0
800.0   52.0
